rn,hsmpSn,rtsSe,rtsInsttId,detailSn,rthousSe,rnAdres,houseTy,houseTyNm,hsmpNm,pnu,hshldCo,rnNm,atchFileId,suplyTy,suplyTyNm,insttDc,url,invntryAssetsAt,x,y
455,31273180,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
456,31273430,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,매입다가구(충남아산시),4420025324114860000,1,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
457,31273444,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,매입다가구(충남아산시),4420025324114860000,1,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
458,31274649,01,D168001,Off,B,충청남도 아산시 둔포면 아산밸리중앙로 58-5,11,아파트,매입다가구(충남아산시),4420036032118010000,1,아산밸리중앙로58-5,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.054384101866,36.9227244849815
459,31274670,01,D168001,Off,B,충청남도 천안시 서북구 3공단6로 33,11,아파트,충청남도 천안시,4413310600104480000,1,3공단6로33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.101699946004,36.8409973589916
460,31257663,01,D168001,Off,B,충청남도 공주시 웅진절골3길 38,11,아파트,충청남도 공주시,4415010700107710000,1,웅진절골3길38,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.108101550166,36.4552267196045
461,31274914,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,매입다가구(충남아산시),4420025324114860000,1,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
462,31297369,01,D168001,Off,C,충청남도 계룡시 두마면 대실남북로 82,11,아파트,계룡대실 4단지,4425031024109690000,114,대실남북로82,XXX,01,영구임대,LH대전충남,http://www.lh.or.kr,Y,127.253994095406,36.2627108863335
463,31279533,01,D168001,Off,B,충청남도 천안시 서북구 불당11로 68,11,아파트,매입다가구(충남천안시),4413310800107880000,1,불당11로68,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.113648965003,36.8032029372865
464,31318712,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,충청남도 아산시,4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
465,31326583,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,충청남도 아산시,4420025324114860000,1,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
466,31326595,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,충청남도 아산시,4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
467,31326602,01,D168001,Off,B,충청남도 아산시 아산로 116-20,11,아파트,충청남도 아산시,4420010100119350000,1,아산로116-20,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,126.995152148088,36.7920175599813
468,31322357,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,충청남도 아산시,4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
469,31251584,01,D168001,Off,B,충청남도 공주시 웅진절골3길 38,11,아파트,충청남도 공주시,4415010700107710000,1,웅진절골3길38,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.108101550166,36.4552267196045
470,31319379,01,D168001,Off,B,충청남도 아산시 아산로 116-20,11,아파트,충청남도 아산시,4420010100119350000,1,아산로116-20,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,126.995152148088,36.7920175599813
471,30699811,01,D168001,Off,D,충청남도 서산시 장동돌금길 31-43,11,아파트,푸른솔아파트,4421011300101430004,134,장동돌금길31-43,XXX,02,국민임대,LH대전충남,http://www.lh.or.kr,Y,126.489329077292,36.7387898209485
472,31318059,01,D168001,Off,B,충청남도 아산시 아산로 116-20,11,아파트,충청남도 아산시,4420010100119350000,1,아산로116-20,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,126.995152148088,36.7920175599813
473,30842055,01,D168001,Off,C,충청남도 홍성군 홍북읍 홍예로 213,11,아파트,내포신도시 RH-7블록,4480025625112040000,1357,홍예로213,XXX,05,10년임대,LH대전충남,http://www.lh.or.kr,Y,126.682606636988,36.6463971921092
474,31319052,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 67,11,아파트,충청남도 아산시,4420025324114870000,2,모산로67,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.049791021055,36.7739142316059
475,31317465,01,D168001,Off,B,충청남도 아산시 배방읍 호서로 460,11,아파트,충청남도 아산시,4420025328105080000,1,호서로460,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.081912245403,36.7702181529242
