0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
아산인주휴먼시아,국민임대,충청남도 아산시 인주면 아산만로 1674-10,2011-03-30,664,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,41.75㎡,18.03㎡,"14,418,000원","108,130원","9,000,000원"
아산인주휴먼시아,국민임대,충청남도 아산시 인주면 아산만로 1674-10,2011-03-30,664,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,41.83㎡,18.06㎡,"14,418,000원","108,130원","9,000,000원"
태안서린허브빌(부도),국민임대,충청남도 태안군 태안읍 평촌길 25,2008-01-03,82,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,39.79㎡,10.67㎡,"5,403,000원","90,860원","6,000,000원"
대덕마을5단지,국민임대,충청남도 당진시 대덕1로 120,2013-07-04,333,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,46.46㎡,22.70㎡,"24,078,000원","177,700원","21,000,000원"
대덕마을5단지,국민임대,충청남도 당진시 대덕1로 120,2013-07-04,333,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,36.74㎡,17.95㎡,"13,758,000원","120,380원","12,000,000원"
서산예천주공1단지,국민임대,충청남도 서산시 예천1로 23,2006-05-29,760,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,59.99㎡,19.14㎡,"35,385,000원","108,020원","9,000,000원"
서산예천주공1단지,국민임대,충청남도 서산시 예천1로 23,2006-05-29,760,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,51.86㎡,16.55㎡,"28,597,000원","94,030원","6,000,000원"
소화마을아파트,국민임대,충청남도 아산시 신창면 남성길 116-8,2008-09-30,909,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,51.16㎡,25.54㎡,"25,909,000원","150,620원","18,000,000원"
소화마을아파트,국민임대,충청남도 아산시 신창면 남성길 116-8,2008-09-30,909,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,41.55㎡,20.74㎡,"17,342,000원","96,610원","7,000,000원"
소화마을아파트,국민임대,충청남도 아산시 신창면 남성길 116-8,2008-09-30,909,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,45.53㎡,22.73㎡,"21,058,000원","117,670원","11,000,000원"
소화마을아파트,국민임대,충청남도 아산시 신창면 남성길 116-8,2008-09-30,909,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,46.9㎡,23.41㎡,"21,678,000원","121,380원","12,000,000원"
명천주공2단지,영구임대,충청남도 보령시 주공로 50,1994-11-16,577,아파트,복도식,중앙가스난방,전체동 설치,LH대전충남,31.32㎡,15.5㎡,"9,670,000원","142,850원","17,000,000원"
명천주공2단지,영구임대,충청남도 보령시 주공로 50,1994-11-16,577,아파트,복도식,중앙가스난방,전체동 설치,LH대전충남,26.37㎡,12.75㎡,"8,083,000원","124,180원","14,000,000원"
보령동대 휴먼시아4단지,국민임대,충청남도 보령시 한내로터리길 92,2009-03-03,805,아파트,혼합식,개별가스난방,전체동 설치,LH대전충남,51.93㎡,24.57㎡,"24,343,000원","168,520원","20,000,000원"
보령동대 휴먼시아4단지,국민임대,충청남도 보령시 한내로터리길 92,2009-03-03,805,아파트,혼합식,개별가스난방,전체동 설치,LH대전충남,36.65㎡,17.34㎡,"11,234,000원","106,090원","9,000,000원"
보령동대 휴먼시아4단지,국민임대,충청남도 보령시 한내로터리길 92,2009-03-03,805,아파트,혼합식,개별가스난방,전체동 설치,LH대전충남,36.98㎡,17.50㎡,"11,234,000원","106,090원","9,000,000원"
보령동대 휴먼시아4단지,국민임대,충청남도 보령시 한내로터리길 92,2009-03-03,805,아파트,혼합식,개별가스난방,전체동 설치,LH대전충남,41.55㎡,19.66㎡,"14,981,000원","124,830원","12,000,000원"
보령동대 휴먼시아4단지,국민임대,충청남도 보령시 한내로터리길 92,2009-03-03,805,아파트,혼합식,개별가스난방,전체동 설치,LH대전충남,46.86㎡,22.17㎡,"18,726,000원","149,810원","17,000,000원"
보령동대 휴먼시아4단지,국민임대,충청남도 보령시 한내로터리길 92,2009-03-03,805,아파트,혼합식,개별가스난방,전체동 설치,LH대전충남,46.98㎡,22.23㎡,"18,726,000원","149,810원","17,000,000원"
공주영우마을2단지(부도),국민임대,충청남도 공주시 원댕이길 8-10,,10,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,59.89㎡,11.24㎡,"17,503,000원","251,790원","30,000,000원"
아산엘크루,10년임대,충청남도 아산시 순천향로 602,2011-05-02,45,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,84.68㎡,24.94㎡,0원,0원,0원
상아아파트,국민임대,충청남도 아산시 신창면 온천대로 985,,568,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,56.61㎡,19.42㎡,"13,731,000원","112,340원","10,000,000원"
상아아파트,국민임대,충청남도 아산시 신창면 온천대로 985,,568,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,26.85㎡,9.21㎡,"4,992,000원","56,160원",0원
상아아파트,국민임대,충청남도 아산시 신창면 온천대로 985,,568,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,35.79㎡,12.28㎡,"6,240,000원","68,650원","1,000,000원"
상아아파트,국민임대,충청남도 아산시 신창면 온천대로 985,,568,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,41.67㎡,14.30㎡,"9,362,000원","83,630원","4,000,000원"
