rn,hsmpSn,rtsSe,rtsInsttId,detailSn,rthousSe,rnAdres,houseTy,houseTyNm,hsmpNm,pnu,hshldCo,rnNm,atchFileId,suplyTy,suplyTyNm,insttDc,url,invntryAssetsAt,x,y
16,30699669,01,D168011,Off,C,경상북도 경산시 솔숲길 100,11,아파트,경산사동 휴먼시아 2단지,4729012500106950000,521,솔숲길100,FLE00004707,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,128.761418902047,35.8073472203173
17,30699434,01,D168011,Off,D,경상북도 포항시 남구 오천읍 냉천로 340,11,아파트,포항대궁꿈마을,4711125622102140004,18,냉천로340,FLE00006097,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,129.408236648634,35.9645797970784
18,30842060,01,D168011,Off,C,경상북도 포항시 북구 장량중앙로100번길 1,11,아파트,포항장량 천년나무 6단지,4711312200107850001,960,장량중앙로100번길1,XXX,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,129.39251628157,36.0875681150424
19,31027707,01,D168011,Off,C,경상북도 김천시 해오름1로 17,11,아파트,경북김천혁신 Aa-1BL 국민임대주택,4715012000100110000,938,해오름1로17,XXX,02,국민임대,LH대구경북,http://www.lh.or.kr,Y,128.174109010697,36.1215628762217
20,31128803,01,D168011,Off,D,경상북도 포항시 북구 우창동로 157,11,아파트,포항금호어울림,4711311900200920002,35,우창동로157,XXX,05,10년임대,LH대구경북,http://www.lh.or.kr,Y,129.364917316458,36.0619701434857
21,31243753,01,D168011,Off,B,경상북도 경산시 압량읍 압독4로 12,11,아파트,경상북도 경산시,4729025622107030000,2,압독4로12,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.766709129843,35.8385116270294
22,31243791,01,D168011,Off,B,경상북도 경산시 압량읍 압독로 38-10,11,아파트,경상북도 경산시,4729025622107090000,6,압독로38-10,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768574115948,35.8365538509399
23,31269537,01,D168011,Off,B,경상북도 경산시 경청로222길 34,11,아파트,경상북도 경산시,4729010600106190000,1,경청로222길34,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.74253465671,35.8034868749353
24,31251606,01,D168011,Off,B,경상북도 경산시 대평길 8,11,아파트,경상북도 경산시,4729011200104630000,1,대평길8,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.731723305932,35.8420864744255
25,31263526,01,D168011,Off,C,경상북도 경주시 승삼1길 34,11,아파트,경주용강1단지(증축 영구임대주택),4713012500112830000,232,승삼1길34,XXX,01,영구임대,LH대구경북,http://www.lh.or.kr,Y,129.230091752716,35.8790258110953
26,31249480,01,D168011,Off,B,경상북도 경산시 압량읍 압독4로 12,11,아파트,경상북도 경산시,4729025622107030000,3,압독4로12,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.766709129843,35.8385116270294
27,31249191,01,D168011,Off,B,경상북도 경산시 압량읍 압독2로 59,11,아파트,경상북도 경산시,4729025622104860000,5,압독2로59,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.768773988338,35.840347215997
28,31258874,01,D168011,Off,B,경상북도 경산시 압량읍 압독4로 12,11,아파트,경상북도 경산시,4729025622107030000,1,압독4로12,XXX,04,매입임대,LH대구경북,http://www.lh.or.kr,Y,128.766709129843,35.8385116270294
